1,601,
2,291,387,
3,139, 37, 96,
4,199,286,  1, 79,
5, 19, 13,  4,  1,  1,
6,344,  1,232,  1, 88,  1,
7,135, 52,  1,199,  1,  1,  1,
8,218,  1, 56,149,  1,  1,  1,  1,
9,293, 76,201,  1,  1,  1,  1,  1,  1,
10, 18, 13,  6,  1,  1,  1,  1,  1,  1,  1,
