1,729,
2,458,458,
3,457,  1,458,
4,454,457,  1,  4,
5,  1, 20,446,445,  2,
6,447,  2,451,  1,  1,  1,
7,454,455,  1,  1,  2,  1,  1,
8,460,  2,  1,  1,  1,  2,461,  1,
9,  1,455,  4,  1,  1,  3,  1,449,  2,
10,  4,  1,  1,  1,450,  1,448,  1,  1,  1,
