1,682,
2,283,283,
3,222,218,219,
4,  3,  5,  4,  4,
5,  3,  3,  4,  4,  4,
6,  2,  2,  3,  3,  3,  3,
7,  3,  3,  3,  3,  3,  3,  3,
8,  2,  3,  2,  3,  3,  3,  3,  3,
9,  2,  2,  3,  3,  3,  3,  3,  3,  3,
10,  2,  3,  3,  3,  3,  3,  3,  3,  3,  3,
