1,706,
2,189,189,
3,180,179,180,
4,  9,  9, 10, 10,
5,  4,  4,  4,  4,  4,
6,  4,  4,  4,  4,  4,  4,
7,  2,  2,  2,  2,  2,  2,  2,
8,  1,  1,  1,  2,  2,  2,  2,  2,
9,  2,  2,  2,  2,  2,  2,  2,  2,  2,
10,  1,  1,  1,  1,  1,  1,  2,  2,  2,  2,
