1, 78,
2, 17, 16,
3,  2,  3,  2,
4,  3,  3,  3,  3,
5,  2,  3,  3,  3,  3,
6,  2,  3,  3,  2,  3,  3,
7,  2,  2,  2,  3,  3,  3,  3,
8,  2,  3,  3,  3,  3,  3,  3,  3,
9,  3,  3,  2,  3,  3,  3,  3,  3,  3,
10,  2,  2,  2,  3,  3,  3,  3,  3,  3,  3,
