1,681,
2,395,395,
3,203,204,205,
4,  8,  8,  6,  7,
5,  4,  6,  6,  6,  6,
6,  5,  5,  4,  5,  5,  6,
7,  5,  5,  4,  5,  5,  5,  5,
8,  4,  4,  4,  4,  4,  4,  5,  5,
9,  5,  5,  6,  6,  5,  5,  5,  6,  6,
10,  3,  3,  4,  3,  4,  4,  4,  4,  4,  4,
