1, 39,
2, 36, 35,
3,  3,  3,  4,
4,  3,  3,  2,  3,
5,  3,  3,  2,  4,  4,
6,  3,  2,  3,  3,  3,  4,
7,  3,  3,  3,  3,  3,  3,  3,
8,  3,  3,  3,  3,  3,  4,  4,  4,
9,  2,  2,  3,  3,  3,  3,  3,  3,  3,
10,  3,  3,  3,  3,  3,  3,  3,  3,  3,  3,
